org.apache.http.client.params.HttpClientParams.getConnectionManagerTimeout_org.apache.http.params.HttpParams.arg0_long,30
org.apache.http.client.params.HttpClientParams.isAuthenticating_org.apache.http.params.HttpParams.arg0_boolean,29
org.apache.http.client.params.HttpClientParams.isRedirecting_org.apache.http.params.HttpParams.arg0_boolean,21
org.apache.http.client.protocol.HttpClientContext.adapt_org.apache.http.protocol.HttpContext.arg0_classorg.apache.http.client.protocol.HttpClientContext,121
org.apache.http.conn.BasicManagedEntity.eofDetected_java.io.InputStream.arg0_boolean,17
org.apache.http.conn.EofSensorInputStream.read_byte[].arg0_int.arg1_int.arg2_int,34
org.apache.http.conn.params.ConnRouteParams.getDefaultProxy_org.apache.http.params.HttpParams.arg0_classorg.apache.http.HttpHost,30
org.apache.http.conn.params.ConnRouteParams.getForcedRoute_org.apache.http.params.HttpParams.arg0_classorg.apache.http.conn.routing.HttpRoute,30
org.apache.http.conn.params.ConnRouteParams.getLocalAddress_org.apache.http.params.HttpParams.arg0_classjava.net.InetAddress,30
org.apache.http.conn.routing.BasicRouteDirector.nextStep_org.apache.http.conn.routing.RouteInfo.arg0_org.apache.http.conn.routing.RouteInfo.arg1_int,30
org.apache.http.conn.scheme.PlainSocketFactory.createSocket_org.apache.http.params.HttpParams.arg0_classjava.net.Socket,26
org.apache.http.conn.scheme.PlainSocketFactory.isSecure_java.net.Socket.arg0_boolean,26
org.apache.http.conn.scheme.SchemeRegistry.get_java.lang.String.arg0_classorg.apache.http.conn.scheme.Scheme,61
org.apache.http.conn.scheme.SchemeRegistry.getScheme_java.lang.String.arg0_classorg.apache.http.conn.scheme.Scheme,61
org.apache.http.conn.scheme.SchemeRegistry.getScheme_org.apache.http.HttpHost.arg0_classorg.apache.http.conn.scheme.Scheme,5
org.apache.http.conn.scheme.SchemeRegistry.register_org.apache.http.conn.scheme.Scheme.arg0_classorg.apache.http.conn.scheme.Scheme,81
org.apache.http.conn.util.InetAddressUtils.isIPv6Address_java.lang.String.arg0_boolean,22
org.apache.http.conn.util.InetAddressUtils.isIPv6HexCompressedAddress_java.lang.String.arg0_boolean,22
org.apache.http.conn.util.InetAddressUtils.isIPv6StdAddress_java.lang.String.arg0_boolean,22
org.apache.http.cookie.CookieSpecRegistry.lookup_java.lang.String.arg0_interfaceorg.apache.http.cookie.CookieSpecProvider,21
org.apache.http.cookie.CookieSpecRegistry.register_java.lang.String.arg0_org.apache.http.cookie.CookieSpecFactory.arg1_void,182
org.apache.http.impl.client.ClientParamsStack.getParameter_java.lang.String.arg0_classjava.lang.Object,1318
org.apache.http.impl.client.DefaultConnectionKeepAliveStrategy.getKeepAliveDuration_org.apache.http.HttpResponse.arg0_org.apache.http.protocol.HttpContext.arg1_long,21
org.apache.http.impl.client.DefaultHttpClient.setDefaultHttpParams_org.apache.http.params.HttpParams.arg0_void,27
org.apache.http.impl.client.DefaultUserTokenHandler.getUserToken_org.apache.http.protocol.HttpContext.arg0_classjava.lang.Object,21
org.apache.http.impl.client.EntityEnclosingRequestWrapper.EntityWrapper.writeTo_java.io.OutputStream.arg0_void,9
org.apache.http.impl.client.EntityEnclosingRequestWrapper.setEntity_org.apache.http.HttpEntity.arg0_void,14
org.apache.http.impl.client.RequestWrapper.setURI_java.net.URI.arg0_void,22
org.apache.http.impl.conn.BasicClientConnectionManager.releaseConnection_org.apache.http.conn.ManagedClientConnection.arg0_long.arg1_java.util.concurrent.TimeUnit.arg2_void,29
org.apache.http.impl.conn.DefaultClientConnection.openCompleted_boolean.arg0_org.apache.http.params.HttpParams.arg1_void,26
org.apache.http.impl.conn.DefaultClientConnection.opening_java.net.Socket.arg0_org.apache.http.HttpHost.arg1_void,26
org.apache.http.impl.conn.DefaultClientConnection.sendRequestHeader_org.apache.http.HttpRequest.arg0_void,29
org.apache.http.impl.conn.HttpPoolEntry.isExpired_long.arg0_boolean,30
org.apache.http.impl.conn.ManagedClientConnectionImpl.setIdleDuration_long.arg0_java.util.concurrent.TimeUnit.arg1_void,21
org.apache.http.impl.conn.ManagedClientConnectionImpl.setSocketTimeout_int.arg0_void,4
org.apache.http.impl.conn.SystemDefaultDnsResolver.resolve_java.lang.String.arg0_class[Ljava.net.InetAddress,26
org.apache.http.impl.cookie.BestMatchSpecFactory.newInstance_org.apache.http.params.HttpParams.arg0_interfaceorg.apache.http.cookie.CookieSpec,21
org.junit.Assert.assertArrayEquals_byte[].arg0_byte[].arg1_void,6300
org.junit.Assert.assertArrayEquals_double[].arg0_double[].arg1_double.arg2_void,4
org.junit.Assert.assertArrayEquals_java.lang.Object[].arg0_java.lang.Object[].arg1_void,21
org.junit.Assert.assertEquals_float.arg0_float.arg1_float.arg2_void,4
org.junit.Assert.assertEquals_java.lang.Object.arg0_java.lang.Object.arg1_void,2802
org.junit.Assert.assertEquals_java.lang.String.arg0_long.arg1_long.arg2_void,6999
org.junit.Assert.assertEquals_long.arg0_long.arg1_void,6277
org.junit.Assert.assertFalse_boolean.arg0_void,216
org.junit.Assert.assertFalse_java.lang.String.arg0_boolean.arg1_void,704
org.junit.Assert.assertNotEquals_java.lang.Object.arg0_java.lang.Object.arg1_void,112
org.junit.Assert.assertNotEquals_java.lang.String.arg0_long.arg1_long.arg2_void,6
org.junit.Assert.assertNotEquals_long.arg0_long.arg1_void,6
org.junit.Assert.assertNotNull_java.lang.Object.arg0_void,375
org.junit.Assert.assertNotNull_java.lang.String.arg0_java.lang.Object.arg1_void,440
org.junit.Assert.assertNotSame_java.lang.Object.arg0_java.lang.Object.arg1_void,1
org.junit.Assert.assertNull_java.lang.Object.arg0_void,97
org.junit.Assert.assertNull_java.lang.String.arg0_java.lang.Object.arg1_void,281
org.junit.Assert.assertSame_java.lang.Object.arg0_java.lang.Object.arg1_void,44
org.junit.Assert.assertSame_java.lang.String.arg0_java.lang.Object.arg1_java.lang.Object.arg2_void,46
org.junit.Assert.assertThat_T.arg0_org.hamcrest.Matcher.super.T.arg1_void,759
org.junit.Assert.assertTrue_boolean.arg0_void,754
org.junit.Assert.assertTrue_java.lang.String.arg0_boolean.arg1_void,28311
org.junit.Assert.fail_java.lang.String.arg0_void,41
org.junit.Assume.assumeNoException_java.lang.String.arg0_java.lang.Throwable.arg1_void,2
org.junit.Assume.assumeThat_java.lang.String.arg0_T.arg1_org.hamcrest.MatcherT.arg2_void,2
org.junit.Assume.assumeThat_T.arg0_org.hamcrest.MatcherT.arg1_void,20
org.junit.Assume.assumeTrue_boolean.arg0_void,20
org.junit.Assume.assumeTrue_java.lang.String.arg0_boolean.arg1_void,11
org.junit.experimental.theories.internal.AllMembersSupplier.getValueSources_org.junit.experimental.theories.ParameterSignature.arg0_interfacejava.util.List,6
org.junit.experimental.theories.internal.Assignments.assignNext_org.junit.experimental.theories.PotentialAssignment.arg0_classorg.junit.experimental.theories.internal.Assignments,12
org.junit.experimental.theories.ParameterSignature.canAcceptType_java.lang.Class.arg0_boolean,18
org.junit.experimental.theories.ParameterSignature.canAcceptValue_java.lang.Object.arg0_boolean,8
org.junit.experimental.theories.ParameterSignature.canPotentiallyAcceptType_java.lang.Class.arg0_boolean,6
org.junit.experimental.theories.ParameterSignature.findDeepAnnotation_java.lang.ClassT.arg0_interfacejava.lang.annotation.Annotation,9
org.junit.experimental.theories.ParameterSignature.signatures_java.lang.reflect.Constructor.arg0_interfacejava.util.List,18
org.junit.experimental.theories.ParameterSignature.signatures_java.lang.reflect.Method.arg0_classjava.util.ArrayList,4
org.junit.experimental.theories.Theories.methodBlock_org.junit.runners.model.FrameworkMethod.arg0_classorg.junit.runners.model.Statement,2
org.junit.internal.builders.AllDefaultPossibilitiesBuilder.runnerForClass_java.lang.Class.arg0_classorg.junit.runner.Runner,589
org.junit.internal.builders.IgnoredBuilder.runnerForClass_java.lang.Class.arg0_classorg.junit.runner.Runner,589
org.junit.internal.builders.IgnoredClassRunner.run_org.junit.runner.notification.RunNotifier.arg0_void,1
org.junit.internal.builders.JUnit3Builder.runnerForClass_java.lang.Class.arg0_classorg.junit.runner.Runner,437
org.junit.internal.builders.JUnit4Builder.runnerForClass_java.lang.Class.arg0_classorg.junit.runner.Runner,420
org.junit.internal.matchers.ThrowableCauseMatcher.hasCause_org.hamcrest.Matcher.extends.java.lang.Throwable.arg0_interfaceorg.hamcrest.Matcher,7
org.junit.internal.matchers.ThrowableMessageMatcher.hasMessage_org.hamcrest.Matcherjava.lang.String.arg0_interfaceorg.hamcrest.Matcher,109
org.junit.internal.runners.model.EachTestNotifier.addFailedAssumption_org.junit.internal.AssumptionViolatedException.arg0_void,22
org.junit.internal.runners.model.EachTestNotifier.addFailure_java.lang.Throwable.arg0_void,10
org.junit.internal.runners.rules.RuleMemberValidator.DeclaringClassMustBePublic.validate_org.junit.runners.model.FrameworkMember.arg0_java.lang.Class.extends.java.lang.annotation.Annotation.arg1_java.util.Listjava.lang.Throwable.arg2_void,3
org.junit.internal.runners.rules.RuleMemberValidator.FieldMustBeARule.validate_org.junit.runners.model.FrameworkMember.arg0_java.lang.Class.extends.java.lang.annotation.Annotation.arg1_java.util.Listjava.lang.Throwable.arg2_void,129
org.junit.internal.runners.rules.RuleMemberValidator.MemberMustBeNonStaticOrAlsoClassRule.validate_org.junit.runners.model.FrameworkMember.arg0_java.lang.Class.extends.java.lang.annotation.Annotation.arg1_java.util.Listjava.lang.Throwable.arg2_void,129
org.junit.internal.runners.rules.RuleMemberValidator.MemberMustBePublic.validate_org.junit.runners.model.FrameworkMember.arg0_java.lang.Class.extends.java.lang.annotation.Annotation.arg1_java.util.Listjava.lang.Throwable.arg2_void,132
org.junit.internal.runners.rules.RuleMemberValidator.MemberMustBeStatic.validate_org.junit.runners.model.FrameworkMember.arg0_java.lang.Class.extends.java.lang.annotation.Annotation.arg1_java.util.Listjava.lang.Throwable.arg2_void,3
org.junit.internal.runners.rules.RuleMemberValidator.validate_org.junit.runners.model.TestClass.arg0_java.util.Listjava.lang.Throwable.arg1_void,4540
org.junit.internal.runners.statements.FailOnTimeout.Builder.build_org.junit.runners.model.Statement.arg0_classorg.junit.internal.runners.statements.FailOnTimeout,158
org.junit.internal.runners.statements.FailOnTimeout.Builder.withTimeout_long.arg0_java.util.concurrent.TimeUnit.arg1_classorg.junit.internal.runners.statements.FailOnTimeout$Builder,158
org.junit.matchers.JUnitMatchers.isThrowable_org.hamcrest.MatcherT.arg0_interfaceorg.hamcrest.Matcher,146
org.junit.rules.ExpectedException.expectCause_org.hamcrest.Matcher.extends.java.lang.Throwable.arg0_void,7
org.junit.rules.ExpectedException.expect_java.lang.Class.extends.java.lang.Throwable.arg0_void,142
org.junit.rules.ExpectedException.expectMessage_java.lang.String.arg0_void,99
org.junit.rules.ExpectedException.expectMessage_org.hamcrest.Matcherjava.lang.String.arg0_void,109
org.junit.rules.ExpectedException.expect_org.hamcrest.Matcher.arg0_void,262
org.junit.rules.ExternalResource.apply_org.junit.runners.model.Statement.arg0_org.junit.runner.Description.arg1_classorg.junit.runners.model.Statement,515
org.junit.rules.RuleChain.apply_org.junit.runners.model.Statement.arg0_org.junit.runner.Description.arg1_classorg.junit.runners.model.Statement,19
org.junit.rules.RuleChain.around_org.junit.rules.TestRule.arg0_classorg.junit.rules.RuleChain,57
org.junit.rules.RuleChain.outerRule_org.junit.rules.TestRule.arg0_classorg.junit.rules.RuleChain,19
org.junit.rules.TemporaryFolder.newFile_java.lang.String.arg0_classjava.io.File,9
org.junit.rules.TemporaryFolder.newFolder_java.lang.String....arg0_classjava.io.File,1
org.junit.rules.TemporaryFolder.newFolder_java.lang.String.arg0_classjava.io.File,1
org.junit.rules.TestWatcher.apply_org.junit.runners.model.Statement.arg0_org.junit.runner.Description.arg1_classorg.junit.runners.model.Statement,31
org.junit.runner.notification.RunListener.testAssumptionFailure_org.junit.runner.notification.Failure.arg0_void,13
org.junit.runner.notification.RunListener.testFinished_org.junit.runner.Description.arg0_void,15845
org.junit.runner.notification.RunListener.testIgnored_org.junit.runner.Description.arg0_void,3
org.junit.runner.notification.RunListener.testRunFinished_org.junit.runner.Result.arg0_void,244
org.junit.runner.notification.RunListener.testRunStarted_org.junit.runner.Description.arg0_void,136
org.junit.runner.notification.RunListener.testStarted_org.junit.runner.Description.arg0_void,26918
org.junit.runner.notification.RunNotifier.addListener_org.junit.runner.notification.RunListener.arg0_void,542
org.junit.runner.notification.RunNotifier.fireTestAssumptionFailed_org.junit.runner.notification.Failure.arg0_void,22
org.junit.runner.notification.RunNotifier.fireTestFailure_org.junit.runner.notification.Failure.arg0_void,11
org.junit.runner.notification.RunNotifier.fireTestFinished_org.junit.runner.Description.arg0_void,10625
org.junit.runner.notification.RunNotifier.fireTestIgnored_org.junit.runner.Description.arg0_void,12
org.junit.runner.notification.RunNotifier.fireTestRunFinished_org.junit.runner.Result.arg0_void,132
org.junit.runner.notification.RunNotifier.fireTestRunStarted_org.junit.runner.Description.arg0_void,136
org.junit.runner.notification.RunNotifier.fireTestStarted_org.junit.runner.Description.arg0_void,10629
org.junit.runner.notification.RunNotifier.removeListener_org.junit.runner.notification.RunListener.arg0_void,314
org.junit.runner.notification.SynchronizedRunListener.equals_java.lang.Object.arg0_boolean,540
org.junit.runner.notification.SynchronizedRunListener.testAssumptionFailure_org.junit.runner.notification.Failure.arg0_void,35
org.junit.runner.notification.SynchronizedRunListener.testFailure_org.junit.runner.notification.Failure.arg0_void,12
org.junit.runner.notification.SynchronizedRunListener.testFinished_org.junit.runner.Description.arg0_void,26913
org.junit.runner.notification.SynchronizedRunListener.testIgnored_org.junit.runner.Description.arg0_void,15
org.junit.runner.notification.SynchronizedRunListener.testRunFinished_org.junit.runner.Result.arg0_void,244
org.junit.runner.notification.SynchronizedRunListener.testRunStarted_org.junit.runner.Description.arg0_void,136
org.junit.runner.notification.SynchronizedRunListener.testStarted_org.junit.runner.Description.arg0_void,26919
org.junit.runners.model.FrameworkField.getAnnotation_java.lang.ClassT.arg0_interfacejava.lang.annotation.Annotation,129
org.junit.runners.model.FrameworkField.get_java.lang.Object.arg0_classjava.lang.Object,2919
org.junit.runners.model.FrameworkField.isShadowedBy_org.junit.runners.model.FrameworkField.arg0_boolean,254
org.junit.validator.AnnotationsValidator.AnnotatableValidator.validateTestClass_org.junit.runners.model.TestClass.arg0_interfacejava.util.List,3327
org.junit.validator.AnnotationsValidator.validateTestClass_org.junit.runners.model.TestClass.arg0_interfacejava.util.List,1109
org.junit.validator.PublicClassValidator.validateTestClass_org.junit.runners.model.TestClass.arg0_interfacejava.util.List,1109
